,product_name,package_size,suppression_used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-medicaid Amount Reimbursed
1786,LDR ADULT,2,0,13830.0,319.0,3998.32,3998.32,0.0
1787,LDR ALG CH,4,0,241140.5,1734.0,29964.089999999997,29964.089999999997,0.0
1788,LDR ALL DA,1,0,850.0,21.0,333.67,333.67,0.0
1789,LDR ALL/D,5,0,2015.0,24.0,411.07000000000005,411.07000000000005,0.0
1790,LDR ALLERG,71,0,324122.5,7099.0,106174.28,106173.87,0.41000000000000003
1791,LDR ANTACD,2,0,7384.0,77.0,925.37,925.37,0.0
1792,LDR ANTACI,19,0,1519831.666,3939.0,64434.12,64434.12,0.0
1793,LDR ANTI-D,8,0,64449.0,653.0,10343.25,10343.150000000001,0.1
1794,LDR ANTIFU,2,0,10621.0,135.0,2142.74,2142.74,0.0
1795,LDR ARTF T,3,0,70077.0,4406.0,62373.72,62373.69,0.03
1796,LDR ARTH P,10,0,17019.0,244.0,3920.03,3920.03,0.0
1797,LDR ARTHRI,9,0,544237.0,3872.0,97407.73,97407.73,0.0
1798,LDR ASPIRI,32,0,78121.0,1609.0,19872.58,19872.58,0.0
1799,LDR ATHLET,6,0,8885.0,285.0,5290.04,5290.04,0.0
1800,LDR BACITR,2,0,2814.0,85.0,1250.63,1250.63,0.0
1801,LDR BISACO,5,0,921.0,52.0,877.25,877.25,0.0
1802,LDR CHD A/,10,0,421345.0,2799.0,43981.04,43981.04,0.0
1803,LDR CHD PR,1,0,1622.0,38.0,645.54,645.54,0.0
1804,LDR CHEST/,2,0,3946.0,83.0,1188.42,1188.42,0.0
1805,LDR CHILD,2,0,12872.0,90.0,1487.44,1487.44,0.0
1806,LDR CHILDR,2,0,129983.0,915.0,13644.529999999999,13644.529999999999,0.0
1807,LDR CHOCOL,2,0,808.0,31.0,423.80999999999995,423.80999999999995,0.0
1808,LDR CLEARL,9,0,1468129.0,3066.0,69959.44,69958.44,1.0
1809,LDR COLD/C,2,0,44975.0,318.0,4834.24,4834.24,0.0
1810,LDR DOCOSA,2,0,113.0,55.0,1343.76,1343.76,0.0
1811,LDR DRY EY,3,0,6665.0,342.0,5411.89,5411.89,0.0
1812,LDR ENEMA,7,0,151476.0,421.0,5535.47,5535.47,0.0
1813,LDR ES HEA,1,0,674.0,14.0,211.77,211.77,0.0
1814,LDR ESOMEP,4,0,825.0,23.0,520.47,520.47,0.0
1815,LDR EYE AL,4,0,17612.5,4736.0,103929.28,103929.26999999999,0.01
1816,LDR EYE IT,6,0,18125.0,2809.0,55540.7,55540.649999999994,0.05
1817,LDR GAS RE,7,0,96647.0,1014.0,15638.429999999998,15638.429999999998,0.0
1818,LDR GENTLE,14,0,44108.0,1180.0,13898.779999999999,13898.779999999999,0.0
1819,LDR GLYCER,2,0,1895.0,85.0,1149.85,1149.85,0.0
1820,LDR GNTL S,2,0,790.0,69.0,882.27,882.27,0.0
1821,LDR HEADAC,1,0,698.0,21.0,283.94,283.94,0.0
1822,LDR HEMORR,2,0,889.0,48.0,787.47,787.47,0.0
1823,LDR HYDROC,4,0,29971.792,757.0,11369.19,11369.19,0.0
1824,LDR IBU CH,13,0,385066.5,2274.0,38452.47,38452.47,0.0
1825,LDR IBUPRO,38,0,21765.0,397.0,5578.7,5578.7,0.0
1826,LDR INF P/,2,0,3706.0,49.0,856.49,856.49,0.0
1827,LDR INFANT,3,0,8105.0,234.0,3662.9700000000003,3662.9700000000003,0.0
1828,LDR LANSOP,6,0,1986.0,48.0,1432.58,1432.58,0.0
1829,LDR LICE K,2,0,4603.0,39.0,682.21,682.21,0.0
1830,LDR LICE T,2,0,33273.0,473.0,9615.150000000001,9615.150000000001,0.0
1831,LDR LIDOCA,9,0,18877.5,758.0,22214.19,20505.440000000002,1708.75
1832,LDR LOPERA,2,0,21102.0,165.0,2645.45,2645.45,0.0
1833,LDR LUB EY,8,0,6867.0,439.0,7751.150000000001,7751.11,0.04
1834,LDR MAGNES,1,0,5328.0,18.0,220.39,220.39,0.0
1835,LDR MICON,1,0,710.0,15.0,269.98,269.98,0.0
1836,LDR MICONA,4,0,4803.445,133.0,2676.51,2676.51,0.0
1837,LDR MILK O,4,0,153391.0,350.0,5459.07,5459.07,0.0
1838,LDR MOTION,2,0,2852.0,45.0,866.6800000000001,866.6800000000001,0.0
1839,LDR MUCUS,3,0,4910.0,58.0,854.3299999999999,854.3299999999999,0.0
1840,LDR NASAL,10,0,5391.9,236.0,4300.92,4300.92,0.0
1841,LDR NICOTI,38,0,152022.0,2421.0,113332.23,113332.17,0.06
1842,LDR NIGHTT,2,0,4092.0,114.0,1782.51,1782.51,0.0
1843,LDR OMEPRA,24,0,29616.0,739.0,21644.02,21643.86,0.16
1844,LDR P/FVR,7,0,27623.0,193.0,2966.15,2966.15,0.0
1845,LDR PN/RLV,4,0,170081.0,1867.0,26157.91,26157.91,0.0
1846,LDR RESTOR,6,0,5325.0,346.0,5052.99,5052.9400000000005,0.05
1847,LDR SENNA,16,0,174871.0,2757.0,35744.55,35744.55,0.0
1848,LDR SSFT+L,2,0,4041.0,70.0,1077.51,1077.51,0.0
1849,LDR STOMAC,16,0,150686.0,978.0,16419.690000000002,16419.690000000002,0.0
1850,LDR STOOL,14,0,129142.0,1983.0,26350.75,26350.66,0.09
1851,LDR TOLNAF,2,0,1573.0,40.0,650.27,650.27,0.0
1852,LDR TRIPLE,5,0,9128.7,312.0,4656.04,4656.04,0.0
1853,LDR TUSSIN,15,0,296681.6,1703.0,26120.82,26120.82,0.0
1854,LDR ULT LU,1,0,180.0,12.0,201.39,201.39,0.0
1855,LDR URINAR,3,0,2597.0,88.0,1466.3400000000001,1466.3400000000001,0.0
1856,LEDIPASVIR,2,0,2102.0,74.0,901720.54,892224.54,9496.0
1857,LEFLINOMID,5,0,5506.0,112.0,4756.99,4749.56,7.43
1858,LEFLUNOMID,318,0,341568.0,6575.0,220747.14,219615.63,1131.51
1859,LEMON LIME,1,0,60001.0,16.0,472.35,472.35,0.0
1860,LENALIDOMI,604,0,12265.0,630.0,8573807.01,8058317.970000001,515489.04000000004
1861,LENVIMA 10,60,0,741.0,115.0,2708401.96,2667662.32,40739.64
1862,LENVIMA 12,60,0,282.0,47.0,1022333.3,1002958.1000000001,19375.2
1863,LENVIMA 14,60,0,480.0,78.0,1743994.83,1743994.83,0.0
1864,LENVIMA 18,60,0,212.0,36.0,767717.05,767717.05,0.0
1865,LENVIMA 20,60,0,747.0,127.0,2719067.31,2698697.49,20369.82
1866,LENVIMA 24,60,0,162.0,27.0,590617.56,568897.79,21719.77
1867,LENVIMA 4M,30,0,72.0,11.0,259591.55,259591.55,0.0
1868,LENVIMA 8M,60,0,486.0,79.0,1771234.06,1771234.06,0.0
1869,LEQVIO SYR,180,0,132.005,89.0,256573.09999999998,253764.45,2808.65
1870,LESSINA TA,134,0,82404.20999999999,1077.0,25974.41,25974.41,0.0
1871,LETAIRIS 1,2,0,3570.0,111.0,1417423.44,1417423.44,0.0
1872,LETROZOLE,408,0,398184.0,8689.0,132269.54,131770.98,498.56
1873,LEUCOVORIN,2068,0,133883.247,7208.0,907116.1599999999,455919.93999999994,451196.22000000003
1874,LEUKINE LY,20,0,1283.71,247.0,385502.9,355162.06,30340.84
1875,LEVAL HCL,336,0,57453.6,333.0,25095.010000000002,24214.2,880.81
1876,LEVAL INH,112,0,655.5,28.0,5567.88,5567.88,0.0
1877,LEVALBU I/,50,0,5885.0,32.0,1950.21,1900.35,49.86
1878,LEVALBUTER,1435,0,1451763.5,15180.0,1031982.0700000001,1002260.79,29721.28
1879,LEVEE.15/.,170,0,2548.0,28.0,9294.83,9294.83,0.0
1880,LEVEMIR 10,48,0,65346.600000000006,3614.0,1965766.8,1936362.9100000001,29403.89
1881,LEVEMIR FL,70,0,125741.79999999999,7369.0,3858558.57,3732880.7199999997,125677.85
1882,LEVETHEST,572,0,415661.909,5831.0,130078.27,130051.24,27.03
1883,LEVETI IN,176,0,7645.0,114.0,5001.4,5001.4,0.0
1884,LEVETIRAC,12,0,316982.5,3486.0,77180.76999999999,76641.23999999999,539.53
1885,LEVETIRACE,4885,0,34338722.537,157823.0,3620081.79,3462039.07,158042.72
1886,LEVOBUNOLO,10,0,1115.0,126.0,3807.79,3740.19,67.6
1887,LEVOCARNIT,280,0,1910541.7,5503.0,580850.76,551000.44,29850.32
1888,LEVOCETIRI,1443,0,1112023.5,22045.0,365746.38,364046.95999999996,1699.42
1889,LEVOFLOXAC,3027,0,416374.614,30777.0,482605.18000000005,466989.3,15615.88
1890,LEVOFLOXAV,40,0,36004.0,4430.0,60073.04,59988.17,84.87
1891,LEVOLEUCOV,130,0,8169.585999999999,302.0,285933.72000000003,275893.52,10040.2
1892,LEVONEST T,8,0,8917.692,150.0,4266.8,4266.8,0.0
1893,LEVONORGES,1032,0,622658.236,11396.0,355940.85,352940.14,3000.71
1894,LEVOPHED,4,0,14.0,11.0,79.89,79.89,0.0
1895,LEVORA TAB,12,0,16925.692,201.0,4296.86,4296.86,0.0
1896,LEVORPHANO,1,0,942.0,11.0,42038.52,42038.52,0.0
1897,LEVOTHRYOX,32,0,164.0,24.0,17556.32,17556.32,0.0
1898,LEVOTHYROX,10204,0,26689149.917999998,467558.0,9997942.21,9939538.059999999,58404.149999999994
1899,LEVOXYL TA,22,0,58759.0,1114.0,19080.27,18706.39,373.88
1900,LEVSIN TAB,20,0,1187.0,39.0,3581.37,3581.37,0.0
1901,LEVULAN KE,12,0,50.0,44.0,17936.78,17936.78,0.0
1902,LEXAPRO 10,2,0,6473.0,104.0,68550.67,67808.45,742.22
1903,LEXAPRO 20,2,0,6877.0,133.0,86759.41,83591.45999999999,3167.95
1904,LEXAPRO 5M,1,0,305.0,12.0,3891.02,3810.52,80.5
1905,LEXETTE .0,100,0,1950.0,37.0,35056.38,34287.13,769.25
1906,LEXISCAN .,356,0,45394.75,9178.0,2996572.5700000003,2022024.8699999999,974547.7
1907,LIALDA 1.2,24,0,259827.0,1060.0,1236706.37,1155285.94,81420.43
1908,LIBTAYO IN,4,0,875.0,125.0,1208287.5100000002,1047529.5900000001,160757.92
1909,LICART  DI,10,0,19425.0,596.0,490371.94999999995,489813.5,558.45
1910,LICE AID S,40,0,24792.0,184.0,3025.1800000000003,3025.1800000000003,0.0
1911,LICE CREAM,32,0,4958.0,72.0,1298.06,1290.52,7.54
1912,LICE TREAT,74,0,14995.0,119.0,1910.7599999999998,1910.7599999999998,0.0
1913,LIDO + PRI,10,0,32.0,31.0,266.58,266.58,0.0
1914,LIDO 2.5%,280,0,224161.0,5565.0,158663.24,157140.97999999998,1522.2600000000002
1915,LIDOCAINE,6800,0,9030084.436,173514.0,8590277.52,6736086.08,1854191.44
1916,LIDOCAINE/,143,0,210330.0,4447.0,152408.8,152169.68,239.12
1917,LIDOCORT,10,0,804440.0,744.0,4355551.0,4355551.0,0.0
1918,LIDODERM,24,0,3150.0,612.0,62955.310000000005,61991.87,963.44
1919,LIDOGEL,14,0,899030.0,2614.0,13662086.0,13662086.0,0.0
1920,LIDOREX,14,0,50700.0,341.0,773110.05,773110.05,0.0
1921,LIDOTRAL 3,14,0,721430.0,1556.0,9556976.75,9556976.75,0.0
1922,LILETTA 52,4,0,544.913,564.0,501474.85,434949.68,66525.17000000001
1923,LILLOW  NO,12,0,2024.4699999999998,41.0,482.21999999999997,482.21999999999997,0.0
1924,LINEZOLID,489,0,50328.0,1831.0,177359.72,176861.53,498.19
1925,LINZESS 14,120,0,513947.0,12941.0,8566664.27,8367402.39,199261.88
1926,LINZESS 29,60,0,304927.0,7265.0,5066163.3,4892983.91,173179.39
1927,LINZESS 72,120,0,190073.0,4772.0,3164860.8600000003,3065404.33,99456.53
1928,LIOTHY SOD,6,0,65357.0,778.0,30229.739999999998,30020.41,209.33
1929,LIOTHYRONI,618,0,502204.0,6188.0,232326.97,227448.81,4878.16
1930,LIPITOR 20,80,0,78.0,74.0,21.36,21.36,0.0
1931,LIPITOR 80,46,0,116.0,110.0,51.760000000000005,51.760000000000005,0.0
1932,LIPITOR TA,138,0,1277.0,225.0,19752.4,8580.4,11172.0
1933,LIPOFEN CA,180,0,1445.0,27.0,6800.799999999999,6800.799999999999,0.0
1934,LIQUID ACE,16,0,169722.0,990.0,10277.55,10277.55,0.0
1935,LISIANPRIL,0,0,47340.0,1201.0,15122.529999999999,15122.529999999999,0.0
1936,LISINOPRIL,3734,0,41328246.0,662189.0,8233493.82,8218257.359999999,15236.46
1937,LITH CARB,50,0,3298.0,35.0,832.36,832.36,0.0
1938,LITHIUM CA,954,0,4856307.0,64405.0,1170925.9100000001,1162463.28,8462.630000000001
1939,LITHOBID,2,0,5580.0,44.0,62919.55,49961.47,12958.080000000002
1940,LIVALO,540,0,72481.0,1595.0,761313.5700000001,758831.1599999999,2482.41
1941,LIVMARLI,2,0,2495.0,82.0,4242582.4,3792316.4,450266.0
1942,LIVTENCITY,56,0,1232.0,11.0,274008.79,274008.79,0.0
1943,LO LOESTRI,28,0,1149145.298,18795.0,6929237.6899999995,6880794.9,48442.79
1944,LO-ZUMANDI,88,0,11836.846,183.0,4893.17,4893.17,0.0
1945,LOESTRIN 2,194,0,2604.0,41.0,1140.34,1140.34,0.0
1946,LOESTRIN F,140,0,6148.9400000000005,84.0,1875.97,1875.97,0.0
1947,LOFENA ORA,120,0,592796.0,2997.0,19160404.18,19146813.12,13591.06
1948,LOJAIMIESS,174,0,10166.611,112.0,4548.9,4548.9,0.0
1949,LOKELMA 10,280,0,117386.0,3928.0,2896460.29,2876370.1199999996,20090.17
1950,LOKELMA 5G,240,0,60483.0,1837.0,1491306.9100000001,1485115.12,6191.79
1951,LOMAIRA 8,18,0,28338.0,592.0,21218.379999999997,20264.32,954.06
1952,LONHALA MA,1,0,1140.0,17.0,23193.04,23193.04,0.0
1953,LONSURF 15,6,0,3630.0,81.0,719265.94,711462.6599999999,7803.28
1954,LONSURF 20,12,0,7390.0,144.0,1938983.08,1863281.1500000001,75701.93
1955,LOPERAMIDE,590,0,1400803.5,33583.0,738749.72,651536.82,87212.9
1956,LOPINAVIR,72,0,12896.0,80.0,77741.27,77741.27,0.0
1957,LOPIRAMIDE,72,0,2754.0,115.0,1520.8600000000001,1520.8600000000001,0.0
1958,LORATADINE,3262,0,28282972.7,463078.0,6057365.64,6056543.27,822.3699999999999
1959,LORATIDINE,6,0,332017.0,3094.0,54090.81999999999,54089.229999999996,1.59
1960,LORAZEPAM,2196,0,2522502.56,92769.0,1718839.7000000002,989915.5900000001,728924.11
1961,LORAZEPRAM,147,0,2424299.0,68180.0,818027.0900000001,814182.1599999999,3844.9299999999994
1962,LORBRENA,4,0,4457.0,84.0,1597054.83,1597054.83,0.0
1963,LOREEV XR,120,0,2144.0,65.0,31082.08,31012.97,69.11
1964,LORTAB,16,0,15965.0,33.0,7168.4,7142.69,25.71
1965,LORYNA ORA,170,0,649941.852,8973.0,260417.65,260235.76,181.89
1966,LOSARTAN,244,0,258.0,116.0,748.2,748.2,0.0
1967,LOSARTAN &,180,0,194186.0,2989.0,56913.43,56704.45,208.98000000000002
1968,LOSARTAN 1,250,0,2638986.0,46038.0,708829.3400000001,707996.88,832.46
1969,LOSARTAN 2,235,0,2175264.5,37208.0,509005.64,508642.12,363.52
1970,LOSARTAN 5,600,0,3804136.0,60781.0,893488.6599999999,892715.32,773.3399999999999
1971,LOSARTAN H,2211,0,2565292.0,38705.0,741216.89,736383.9,4832.99
1972,LOSARTAN K,124,0,11442.0,196.0,3728.93,3722.13,6.8
1973,LOSARTAN P,5564,0,21619252.5,330207.0,4637339.24,4624867.01,12472.23
1974,LOSARTAN T,958,0,170247.5,3309.0,46039.22,45915.91,123.31
1975,LOSARTAN+H,360,0,275641.0,4183.0,85222.87,84856.79,366.08000000000004
1976,LOTEMAX  L,30,0,680.0,100.0,40035.11,39751.89,283.22
1977,LOTEMAX OP,84,0,951.5,223.0,81215.20999999999,73330.97,7884.24
1978,LOTEMAX SM,14,0,3900.0,719.0,187197.13,185029.86,2167.27
1979,LOTEPREDNO,392,0,14890.0,2318.0,467783.32999999996,455219.01,12564.32
1980,LOVASTATIN,668,0,1136341.0,18686.0,280769.32,280450.05,319.27
1981,LOVAZA,12,0,1939.0,11.0,534.49,534.49,0.0
1982,LOVENOX  8,160,0,200.625,36.0,9362.539999999999,3679.94,5682.6
1983,LOVENOX 10,0,0,577.0,52.0,48089.25,13766.390000000001,34322.86
1984,LOVENOX 30,66,0,73.11099999999999,92.0,38756.63,4698.889999999999,34057.74
1985,LOVENOX 40,161,0,2984.5,995.0,218619.14,25853.239999999998,192765.9
1986,LOVENOX PR,40,0,310.75,152.0,1959.85,1959.85,0.0
1987,LOW DOSE A,68,0,420.0,11.0,139.42,139.42,0.0
1988,LOW-DOSE E,10,0,6711.0,200.0,2067.16,2067.16,0.0
1989,LOW-OGESTR,12,0,248222.226,3971.0,122415.12000000001,122271.66,143.46
1990,LOXAPINE 5,2,0,5159.0,90.0,3730.7,3539.45,191.25
1991,LOXAPINE C,12,0,70168.0,1013.0,54011.119999999995,53434.270000000004,576.85
1992,LOXAPINE S,4,0,45930.0,656.0,50631.83,50021.15,610.6800000000001
1993,LUBIPROSTO,228,0,325868.0,4477.0,1207341.26,1182758.06,24583.199999999997
1994,LUBRICANT,58,0,5415.0,313.0,5087.35,5087.35,0.0
1995,LUBRICATIN,379,0,19500.0,708.0,12086.6,12079.01,7.59
1996,LUCEMYRA,228,0,20122.0,145.0,466379.88,466379.88,0.0
1997,LUCENTIS -,24,0,126.38900000000001,2156.0,2091127.0899999999,1584557.76,506569.33
1998,LUCENTIS 0,6,0,2.832,48.0,43871.74,42455.96,1415.78
1999,LUMAKRAS,48,0,9400.0,41.0,781374.51,781374.51,0.0
2000,LUMIFY OPH,66,0,1800.0,359.0,8576.12,8576.12,0.0
2001,LUMIGAN 0.,48,0,38431.0,9556.0,3620923.56,3588381.79,32541.770000000004
2002,LUMIZYME,1,0,443.0,12.0,396372.76,396372.76,0.0
2003,LUPKYNIS 1,4,0,38040.0,227.0,2878233.85,2851054.1,27179.75
2004,LUPKYNIS 6,2,0,39930.0,248.0,3021447.4,2962643.87,58803.53
2005,LUPRON DEP,84,0,3337.9889999999996,3104.0,8724576.23,8228454.76,496121.47
2006,LURASIDONE,2616,0,1186568.5,33403.0,1420712.8599999999,1412046.92,8665.94
2007,LUTERA TAB,12,0,1014721.932,13099.0,306724.74,306517.44,207.3
2008,LYBALVI  1,300,0,89368.0,2945.0,4216768.2,4147010.96,69757.24
2009,LYBALVI  2,172,0,57030.0,1916.0,2693154.3,2667284.96,25869.34
2010,LYBALVI  5,84,0,30394.0,998.0,1431109.24,1404032.4,27076.839999999997
2011,LYLEQ  NOR,85,0,246922.858,776.0,111291.54000000001,104347.95000000001,6943.59
2012,LYLLANA  E,64,0,5904.0,480.0,44040.479999999996,42342.07,1698.41
2013,LYNPARZA 1,288,0,76220.0,686.0,9889636.78,9728801.009999998,160835.77000000002
2014,LYRICA  PR,952,0,36831.0,481.0,283113.34,255546.44999999998,27566.890000000003
2015,LYSODREN,120,0,5210.0,25.0,62537.91,62537.91,0.0
2016,LYUMJEV,2,0,10700.0,328.0,283433.24,258023.2,25410.04
2017,LYUMJEV KW,64,0,9591.0,524.0,373969.07,354411.17000000004,19557.9
2018,LYVISPAH,87,0,800.0,11.0,3452.05,3452.05,0.0
2019,M-DRYL LIQ,48,0,1401224.063,9122.0,121905.98999999999,121867.51000000001,38.48
2020,M-NATAL PL,2,0,54312.0,775.0,11350.05,11309.119999999999,40.93
2021,M-OXY TABL,4,0,542175.0,16693.0,194885.88,194734.84,151.04
2022,M-PAP LIQU,20,0,187072.5,1236.0,21995.989999999998,21995.989999999998,0.0
2023,MACROBID 1,2,0,1739.605,136.0,3396.1400000000003,3396.1400000000003,0.0
2024,MAG SULF /,0,0,3217.5,83.0,667.84,366.43,301.40999999999997
2025,MAG SULF H,60,0,1750.0,41.0,320.1,320.1,0.0
2026,MAG SULFAT,154,0,2111.74,62.0,27894.66,27894.66,0.0
2027,MAG-AL ORA,198,0,32.0,32.0,491.23,491.23,0.0
2028,MAG-AL PLU,338,0,937.0,925.0,5224.05,5224.05,0.0
2029,MAGNEBIND,5,0,977.0,15.0,371.46,371.46,0.0
2030,MAGNESIUM,3122,0,4438310.635,64586.0,8633025.66,6301469.890000001,2331555.77
2031,MAGNEVIST,38,0,545.0,32.0,69.5,69.5,0.0
2032,MAKENA AUT,9,0,3106.48,751.0,2254820.46,2247465.83,7354.629999999999
2033,MALATHION,8,0,57867.0,829.0,222024.43,210605.66999999998,11418.76
2034,MANGANESE,2,0,2496.9269999999997,929.0,526116.29,526116.29,0.0
2035,MANNITOL 2,3,0,2610.0,93.0,868.54,868.54,0.0
2036,MANNITOL I,25,0,34.0,22.0,6633.65,348.87,6284.78
2037,MAPAP  ACE,9,0,303521.37,1630.0,21702.46,21702.46,0.0
2038,MAPAP 325M,244,0,158537.0,11796.0,220188.56999999998,115219.57999999999,104968.98999999999
2039,MAPAP 80 M,92,0,11296.0,286.0,3461.5,3461.5,0.0
2040,MAPAP COLD,48,0,2710.0,83.0,1114.4,1114.4,0.0
2041,MAPAP JR 1,48,0,34575.0,1152.0,15381.95,15381.95,0.0
2042,MAPAP PM C,102,0,7226.0,176.0,2067.45,2067.45,0.0
2043,MARAVIROC,240,0,11455.0,148.0,270959.57999999996,261891.34999999998,9068.23
2044,MARCAINE 0,720,0,12259.0,962.0,145684.84999999998,65467.54999999999,80217.3
2045,MATZIM LA,180,0,16024.0,264.0,38577.55,37723.130000000005,854.42
2046,MAVYRET 10,140,0,127680.0,1542.0,19509385.82,19501909.54,7476.28
2047,MAXALT-MLT,1,0,198.0,14.0,7664.9,7664.9,0.0
2048,MAXIDEX SU,50,0,735.0,123.0,13571.6,13571.6,0.0
2049,MAXIMUM ST,303,0,28174.5,404.0,3991.1600000000003,3991.1600000000003,0.0
2050,MAYZENT FC,30,0,3210.0,87.0,964783.5,964783.5,0.0
2051,MB+ SODIUM,180,0,35315.0,904.0,16233.070000000002,9208.460000000001,7024.610000000001
2052,MCKESSON A,4,0,80970.0,449.0,1283.1799999999998,1283.1799999999998,0.0
2053,MCKESSON B,4,0,108.0,108.0,519.39,519.39,0.0
2054,MECLIZINE,1062,0,3602966.5,81439.0,1228295.2200000002,1222025.88,6269.34
2055,MEDROL 4MG,8,0,735.0,35.0,493.27,493.27,0.0
2056,MEDROXY AC,4,0,285.56100000000004,127.0,6194.0,5932.24,261.76
2057,MEDROXYPR,4,0,758.983,335.0,20276.85,19964.71,312.14
2058,MEDROXYPRO,1326,0,1054389.558,53684.0,2025365.25,1906662.25,118703.0
2059,MEFENAMIC,72,0,14001.0,334.0,24377.63,23491.28,886.35
2060,MEFLOQUINE,178,0,2681.0,301.0,12282.0,12202.47,79.53
2061,MEGESTROL,396,0,1230102.19,6070.0,276910.39,275322.98,1587.4099999999999
2062,MEKINIST T,75,0,13163.0,280.0,3305172.58,3108064.99,197107.59
2063,MEKTOVI 15,4,0,6540.0,36.0,510568.30000000005,483607.11,26961.19
2064,MELOXICAM,356,0,4772009.132999999,115922.0,14841607.280000001,14836522.25,5085.03
2065,"MELOXICAM,",38,0,2436255.0,61535.0,778465.25,777859.54,605.71
2066,MEMANTINE,2362,0,919408.0,13341.0,282217.48,278215.83,4001.6499999999996
2067,MENEST TAB,2,0,1812.0,41.0,3829.13,3802.32,26.81
2068,MENOSTAR,8,0,340.0,44.0,14304.45,13801.36,503.09
2069,MEPERIDINE,258,0,8442.0,2395.0,292895.81,23004.57,269891.24
2070,MEPSEVII,2,0,5880.0,24.0,3006213.2,3006213.2,0.0
2071,MERCAPTOPU,234,0,124068.0,2376.0,135293.52,132975.02000000002,2318.5
2072,MEROPENEM,604,0,17193.809999999998,1251.0,354237.95999999996,353968.04000000004,269.92
2073,MESALAMINE,1096,0,3399329.0,12942.0,4719190.29,4622328.970000001,96861.32
2074,MESNA INJ,13,0,2644.0,83.0,3428.59,3428.59,0.0
2075,MESNEX,18,0,929.0,50.0,73499.01999999999,73499.01999999999,0.0
2076,MESNEX INJ,1,0,22.0,16.0,53.23,53.23,0.0
2077,METAXALONE,29,0,85092.0,1273.0,89464.31,89165.07,299.24
2078,METCLOPRAM,30,0,68.0,68.0,290.63,290.63,0.0
2079,METFORMIN,7512,0,95041695.389,814520.0,15046448.45,15014773.02,31675.43
2080,METFORMINH,2,0,7728.0,67.0,1100.04,1100.04,0.0
2081,METHADONE,982,0,638059.6,7149.0,152564.22,152304.94,259.28
2082,METHADOSE,20,0,7318.0,50.0,983.4,983.4,0.0
2083,METHAMPHET,1,0,876.0,16.0,14293.91,13866.45,427.46
2084,METHAZOLAM,48,0,39759.0,454.0,82741.5,81237.94,1503.56
2085,METHENAMIN,14,0,166925.0,2055.0,105053.33,102383.85,2669.48
2086,METHIMAZOL,234,0,2383831.5,32569.0,604420.1599999999,589491.03,14929.130000000001
2087,METHOCARB,10,0,22.0,20.0,2.88,2.88,0.0
2088,METHOCARBA,1466,0,5233117.0,88079.0,1233154.6400000001,1205620.83,27533.81
2089,METHOTREX,160,0,733295.422,19710.0,373726.72000000003,371448.27999999997,2278.44
2090,METHOTREXA,886,0,663548.8,18365.0,392230.58999999997,367361.81,24868.78
2091,METHYLERGO,206,0,5770.0,937.0,90284.56,73075.35,17209.21
2092,METHYLPHEN,4016,0,4281037.0,102101.0,4508490.449999999,4411382.850000001,97107.6
2093,METHYLPRED,878,0,1584397.72,81973.0,1352923.21,1127140.78,225782.43
2094,METHYPHENI,2,0,4155.0,130.0,6706.200000000001,6615.12,91.08
2095,METO SUCC,15,0,1000.0,17.0,267.55,267.55,0.0
2096,METOCLOPRA,743,0,3542107.7,70839.0,2456766.4499999997,739563.22,1717203.23
2097,METOLAZONE,187,0,148020.0,3663.0,112444.70999999999,112096.8,347.91
2098,METOPOLOL,9,0,100916.5,2409.0,34865.979999999996,34775.7,90.28
2099,METOPROL S,40,0,768156.5,14857.0,229433.75,228971.47000000003,462.28000000000003
2100,METOPROLOL,7307,0,20810122.3,290719.0,4300429.76,4199574.74,100855.02
2101,METORPROLO,546,0,4171981.0,39585.0,490560.93999999994,489523.67999999993,1037.26
2102,METRO IV,128,0,200400.0,1316.0,163384.95,2010.41,161374.53999999998
2103,METROGEL V,140,0,849828.112,12049.0,511392.66,500754.27,10638.39
2104,METRONIDAZ,3626,0,4194069.33,164062.0,4034809.66,3075629.16,959180.5000000001
2105,MEXILETINE,12,0,73574.6,641.0,45324.21,45193.68,130.53
2106,MI-ACID GA,120,0,50691.0,668.0,8686.039999999999,8686.039999999999,0.0
2107,MIBELAS,146,0,1232.0,34.0,277.74,277.74,0.0
2108,MICAFUNGIN,54,0,2712.6099999999997,358.0,487459.23,487459.23,0.0
2109,MICONAZOLE,1856,0,592182.323,15412.0,286106.9,285689.31,417.59000000000003
2110,MICOTRIN A,6,0,8070.0,235.0,487302.0,487302.0,0.0
2111,MICRHOGAM,2,0,32.0,32.0,801.65,801.65,0.0
2112,MICROGESTI,48,0,340964.954,5469.0,117026.7,116742.79999999999,283.9
2113,MIDAZOLAM,2364,0,87388.4,31696.0,3989041.5700000003,155316.36,3833725.21
2114,MIDODRINE,558,0,1154331.5,11761.0,458576.12,453435.82999999996,5140.290000000001
2115,"MIDODRINE,",5,0,10980.0,118.0,4609.46,4609.46,0.0
2116,MIFEPREX,4,0,1154.0,1136.0,78069.06,67338.03,10731.029999999999
2117,MIFEPRISTO,16,0,9934.0,9907.0,1222802.04,630958.23,591843.81
2118,MIGLUSTAT,83,0,1440.0,11.0,385889.43,385889.43,0.0
2119,MIGRAINE F,71,0,767.0,17.0,219.48,219.48,0.0
